time_s,duty_ideal,duty_quantized,voltage_quantized_V
0.108,0.494686081967239,0.494749694749695,5.93699633699634
0.109,0.494351749649168,0.494261294261294,5.93113553113553
0.11,0.494022164933244,0.494017094017094,5.92820512820513
0.111,0.493697260687123,0.493772893772894,5.92527472527473
0.112,0.493376970723584,0.493284493284493,5.91941391941392
0.113,0.493061229787275,0.493040293040293,5.91648351648352
0.114,0.492749973541664,0.492796092796093,5.91355311355311
0.115,0.492443138556151,0.492551892551893,5.91062271062271
0.116,0.492140662293374,0.492063492063492,5.9047619047619
0.117,0.491842483096687,0.491819291819292,5.9018315018315
0.118,0.491548540177815,0.491575091575092,5.8989010989011
0.119,0.491258773604674,0.491330891330891,5.8959706959707
0.12,0.490973124289373,0.491086691086691,5.89304029304029
0.121,0.490691533976372,0.490598290598291,5.88717948717949
0.122,0.490413945230814,0.49035409035409,5.88424908424908
0.123,0.490140301427012,0.49010989010989,5.88131868131868
0.124,0.489870546737103,0.48986568986569,5.87838827838828
0.125,0.489604626119859,0.48962148962149,5.87545787545788
0.126,0.489342485309649,0.489377289377289,5.87252747252747
0.127,0.489084070805564,0.489133089133089,5.86959706959707
0.128,0.488829329860686,0.488888888888889,5.86666666666667
0.129,0.488578210471513,0.488644688644689,5.86373626373626
0.13,0.488330661367524,0.488400488400488,5.86080586080586
